"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"02.12.2008","Tue","1.00375","1.19875","1.89875","2.05875","2.21000","2.56875","2.71250"
"03.12.2008","Wed","0.88125","1.18625","1.89000","2.05125","2.20125","2.55625","2.70375"
"04.12.2008","Thu","0.51875","1.05625","1.87625","2.04375","2.19250","2.52000","2.64875"
"05.12.2008","Fri","0.28375","0.91875","1.86750","2.04063","2.18563","2.55125","2.69250"
"08.12.2008","Mon","0.18625","0.73750","1.82500","2.03500","2.18938","2.60063","2.79500"
"09.12.2008","Tue","0.14000","0.60000","1.63500","1.99250","2.16375","2.52500","2.71000"
"10.12.2008","Wed","0.12500","0.49375","1.43875","1.90375","2.09875","2.43750","2.62250"
"11.12.2008","Thu","0.11500","0.39375","1.19500","1.76750","1.99625","2.32250","2.52875"
"12.12.2008","Fri","0.11875","0.36250","1.04000","1.68063","1.92125","2.22000","2.41875"
"15.12.2008","Mon","0.11938","0.32000","0.96125","1.61375","1.87125","2.21625","2.43000"
"16.12.2008","Tue","0.15938","0.32500","0.88375","1.56750","1.84750","2.16750","2.36750"
"17.12.2008","Wed","0.13250","0.27000","0.58125","1.27250","1.57750","1.89125","2.09875"
"18.12.2008","Thu","0.11250","0.26125","0.50750","1.21500","1.52500","1.86375","2.09875"
"19.12.2008","Fri","0.11000","0.26000","0.47375","1.17500","1.49750","1.84500","2.09250"
"22.12.2008","Mon","0.11375","0.26500","0.46125","1.15375","1.46625","1.82625","2.07625"
"23.12.2008","Tue","0.11750","0.48625","0.47125","1.15375","1.46625","1.85000","2.10625"
"24.12.2008","Wed","0.14750","0.44000","0.47125","1.14875","1.46750","1.83000","2.09125"
"29.12.2008","Mon","0.13750","0.44875","0.46125","1.13375","1.45875","1.81125","2.07750"
"30.12.2008","Tue","0.13875","0.40063","0.44750","1.11500","1.43500","1.77500","2.02500"
"31.12.2008","Wed","0.13500","0.38500","0.43625","1.10375","1.42500","1.75000","2.00375"
"02.01.2009","Fri","0.12375","0.31375","0.43000","1.09875","1.41250","1.75250","2.02375"
"05.01.2009","Mon","0.11750","0.29000","0.42875","1.09750","1.42125","1.79375","2.09250"
"06.01.2009","Tue","0.12375","0.29750","0.42063","1.09125","1.41125","1.77000","2.04625"
"07.01.2009","Wed","0.10750","0.28375","0.40625","1.07250","1.39750","1.75000","1.99500"
"08.01.2009","Thu","0.10250","0.26625","0.38625","1.03750","1.35375","1.68625","1.92500"
"09.01.2009","Fri","0.10250","0.24750","0.36625","0.96625","1.26000","1.60000","1.85500"
"12.01.2009","Mon","0.10375","0.24625","0.34250","0.89750","1.16000","1.50625","1.76500"
"13.01.2009","Tue","0.10375","0.23625","0.33313","0.84750","1.09438","1.46500","1.73750"
"14.01.2009","Wed","0.10500","0.23250","0.32875","0.84000","1.08250","1.47125","1.74625"
"15.01.2009","Thu","0.11750","0.24125","0.33375","0.84125","1.08563","1.50125","1.77125"
"16.01.2009","Fri","0.13625","0.24313","0.35938","0.88250","1.14250","1.58875","1.89000"
"19.01.2009","Mon","0.13625","0.24188","0.35500","0.87375","1.13250","1.55625","1.85125"
"20.01.2009","Tue","0.14125","0.24250","0.35250","0.86125","1.12250","1.54500","1.83000"
"21.01.2009","Wed","0.18750","0.25875","0.35625","0.86625","1.12500","1.55875","1.84000"
"22.01.2009","Thu","0.21000","0.29125","0.38938","0.89750","1.15938","1.61750","1.92125"
"23.01.2009","Fri","0.23625","0.29750","0.40125","0.90375","1.16938","1.62750","1.91500"
"26.01.2009","Mon","0.23250","0.31000","0.40875","0.91375","1.18375","1.67250","1.96625"
"27.01.2009","Tue","0.22000","0.31750","0.41125","0.91313","1.18438","1.67750","1.97063"
"28.01.2009","Wed","0.22375","0.30875","0.40938","0.90563","1.17438","1.63063","1.91125"
"29.01.2009","Thu","0.22125","0.31625","0.41250","0.90500","1.17000","1.63375","1.92250"
"30.01.2009","Fri","0.30500","0.32375","0.41938","0.91313","1.18438","1.66000","1.97500"
"02.02.2009","Mon","0.28500","0.34125","0.43750","0.94375","1.22500","1.76000","2.07000"
"03.02.2009","Tue","0.31125","0.35125","0.44500","0.94875","1.23375","1.77625","2.08375"
"04.02.2009","Wed","0.31875","0.36250","0.44500","0.95125","1.23563","1.77375","2.08875"
"05.02.2009","Thu","0.31625","0.36250","0.44750","0.95125","1.24125","1.77375","2.08875"
"06.02.2009","Fri","0.31000","0.36125","0.44875","0.95000","1.24125","1.74750","2.03625"
"09.02.2009","Mon","0.30750","0.35375","0.44688","0.93938","1.22813","1.70438","2.00000"
"10.02.2009","Tue","0.30500","0.35625","0.44688","0.93688","1.22188","1.68625","1.98688"
"11.02.2009","Wed","0.30125","0.35250","0.45250","0.94438","1.23125","1.72500","2.02313"
"12.02.2009","Thu","0.29750","0.36000","0.45500","0.94188","1.23438","1.72375","2.01875"
"13.02.2009","Fri","0.30000","0.35875","0.46125","0.94438","1.23750","1.73500","2.03438"
"16.02.2009","Mon","0.30000","0.36375","0.46500","0.94813","1.24563","1.76438","2.08938"
"17.02.2009","Tue","0.31250","0.36438","0.46625","0.94813","1.24563","1.76563","2.08500"
"18.02.2009","Wed","0.30438","0.36625","0.47000","0.94875","1.25125","1.78000","2.09500"
"19.02.2009","Thu","0.29375","0.37000","0.47313","0.95000","1.25063","1.78938","2.10125"
"20.02.2009","Fri","0.27813","0.36875","0.47250","0.94813","1.24875","1.76188","2.07500"
"23.02.2009","Mon","0.26500","0.36375","0.47375","0.94938","1.24875","1.75125","2.06125"
"24.02.2009","Tue","0.26625","0.37625","0.47688","0.95063","1.25000","1.74750","2.04125"
"25.02.2009","Wed","0.27000","0.36875","0.47875","0.95563","1.25625","1.77250","2.07375"
"26.02.2009","Thu","0.28438","0.37125","0.49688","0.96375","1.26125","1.79750","2.11500"
"27.02.2009","Fri","0.36250","0.37750","0.49625","0.96313","1.26438","1.80313","2.11938"
"02.03.2009","Mon","0.31000","0.37500","0.49750","0.96688","1.26625","1.80375","2.11063"
"03.03.2009","Tue","0.31750","0.38125","0.50750","0.97313","1.27125","1.81000","2.10875"
"04.03.2009","Wed","0.31250","0.38625","0.51813","0.97938","1.27663","1.81688","2.11500"
"05.03.2009","Thu","0.32000","0.38750","0.53313","0.98375","1.28375","1.83250","2.13625"
"06.03.2009","Fri","0.32250","0.39500","0.54625","0.98938","1.29250","1.85375","2.15375"
"09.03.2009","Mon","0.32875","0.40250","0.56438","1.00375","1.31250","1.91625","2.23625"
"10.03.2009","Tue","0.33000","0.40625","0.56438","1.01938","1.33125","1.96188","2.29750"
"11.03.2009","Wed","0.32938","0.41063","0.55688","1.01719","1.32594","1.92938","2.25813"
"12.03.2009","Thu","0.32750","0.41125","0.55625","1.01500","1.32000","1.90375","2.23000"
"13.03.2009","Fri","0.32625","0.40500","0.55563","1.01125","1.31563","1.90188","2.22688"
"16.03.2009","Mon","0.32563","0.40938","0.55563","1.01063","1.30875","1.88750","2.20500"
"17.03.2009","Tue","0.31375","0.40875","0.55625","1.00938","1.29938","1.88375","2.20188"
"18.03.2009","Wed","0.30938","0.40625","0.54500","1.00063","1.28750","1.86375","2.18000"
"19.03.2009","Thu","0.29625","0.40250","0.52313","0.97063","1.22688","1.74125","2.00625"
"20.03.2009","Fri","0.28125","0.39875","0.52188","0.97063","1.22281","1.75125","2.01375"
"23.03.2009","Mon","0.28875","0.43500","0.52188","0.96563","1.22219","1.75625","2.02000"
"24.03.2009","Tue","0.28563","0.44625","0.52094","0.96938","1.22625","1.77375","2.03250"
"25.03.2009","Wed","0.28750","0.45125","0.52000","0.96563","1.22750","1.77500","2.02875"
"26.03.2009","Thu","0.29063","0.45938","0.52250","0.96563","1.23188","1.79438","2.05250"
"27.03.2009","Fri","0.27875","0.46063","0.51813","0.95625","1.22000","1.76250","2.01000"
"30.03.2009","Mon","0.28625","0.43938","0.50875","0.94563","1.20750","1.74500","1.98375"
"31.03.2009","Tue","0.51000","0.42750","0.50063","0.93813","1.19188","1.73563","1.97188"
"01.04.2009","Wed","0.29625","0.40875","0.49500","0.92688","1.17688","1.71625","1.95125"
"02.04.2009","Thu","0.29000","0.40000","0.48938","0.91500","1.16594","1.71563","1.95500"
"03.04.2009","Fri","0.27188","0.38750","0.47813","0.91063","1.16094","1.71250","1.96438"
"06.04.2009","Mon","0.28375","0.38375","0.47563","0.91063","1.15688","1.71563","1.99250"
"07.04.2009","Tue","0.27750","0.38250","0.46938","0.90750","1.14938","1.70313","1.97875"
"08.04.2009","Wed","0.26000","0.38375","0.46000","0.90063","1.13875","1.68719","1.96250"
"09.04.2009","Thu","0.26125","0.36875","0.45125","0.89500","1.13125","1.67625","1.95125"
"14.04.2009","Tue","0.26750","0.35750","0.45250","0.89000","1.12188","1.66000","1.92938"
"15.04.2009","Wed","0.26250","0.35563","0.44813","0.88500","1.11250","1.64688","1.91250"
"16.04.2009","Thu","0.25000","0.35063","0.44688","0.88188","1.10688","1.64063","1.90625"
"17.04.2009","Fri","0.23500","0.34750","0.44750","0.88094","1.10188","1.63625","1.91500"
"20.04.2009","Mon","0.22250","0.33438","0.44250","0.88094","1.10063","1.65000","1.94500"
"21.04.2009","Tue","0.21250","0.32500","0.44125","0.88125","1.10000","1.65063","1.94938"
"22.04.2009","Wed","0.20625","0.32750","0.44000","0.87938","1.09938","1.65750","1.96750"
"23.04.2009","Thu","0.20250","0.32188","0.43750","0.87000","1.09188","1.63938","1.95000"
"24.04.2009","Fri","0.20500","0.32125","0.43500","0.86188","1.07250","1.62125","1.93063"
"27.04.2009","Mon","0.20875","0.32125","0.43250","0.85250","1.05375","1.59000","1.89875"
"28.04.2009","Tue","0.21375","0.33125","0.42750","0.84688","1.03938","1.57500","1.87750"
"29.04.2009","Wed","0.22750","0.33125","0.41813","0.84000","1.02750","1.57875","1.88750"
"30.04.2009","Thu","0.23125","0.32875","0.41125","0.83125","1.01625","1.56500","1.87688"
"01.05.2009","Fri","0.23625","0.33125","0.41438","0.82250","1.00688","1.54938","1.86438"
"05.05.2009","Tue","0.23875","0.32125","0.40125","0.80625","0.98625","1.54000","1.85888"
"06.05.2009","Wed","0.24250","0.31875","0.39500","0.79500","0.97375","1.50625","1.82000"
"07.05.2009","Thu","0.23500","0.31250","0.38188","0.77750","0.95625","1.49375","1.80750"
"08.05.2009","Fri","0.23375","0.30750","0.36750","0.76125","0.93750","1.46250","1.78125"
"11.05.2009","Mon","0.22625","0.30125","0.35375","0.73500","0.92000","1.43875","1.75750"
"12.05.2009","Tue","0.22125","0.29875","0.34875","0.71500","0.90563","1.43000","1.74750"
"13.05.2009","Wed","0.22250","0.29438","0.34438","0.69563","0.88313","1.41250","1.73250"
"14.05.2009","Thu","0.22250","0.29125","0.33500","0.66750","0.85438","1.37875","1.68625"
"15.05.2009","Fri","0.22500","0.28813","0.32813","0.64250","0.82563","1.35625","1.65625"
"18.05.2009","Mon","0.21875","0.28063","0.31625","0.61250","0.78500","1.31250","1.61125"
"19.05.2009","Tue","0.21875","0.28125","0.30938","0.58625","0.75250","1.28000","1.58250"
"20.05.2009","Wed","0.22125","0.28125","0.30813","0.55250","0.71625","1.24125","1.54875"
"21.05.2009","Thu","0.21750","0.28375","0.30875","0.50875","0.66125","1.17000","1.48625"
"22.05.2009","Fri","0.22625","0.28188","0.31313","0.50500","0.66000","1.20125","1.53125"
"26.05.2009","Tue","0.23125","0.27750","0.31625","0.50375","0.66375","1.21750","1.55250"
"27.05.2009","Wed","0.26250","0.28625","0.31875","0.50500","0.67375","1.27000","1.62875"
"28.05.2009","Thu","0.26125","0.28875","0.32000","0.50625","0.66750","1.26000","1.62000"
"29.05.2009","Fri","0.27125","0.29125","0.31625","0.50938","0.65625","1.24000","1.60000"
"01.06.2009","Mon","0.26250","0.29375","0.32000","0.50125","0.65000","1.23375","1.59375"
"02.06.2009","Tue","0.26125","0.29063","0.32000","0.49500","0.64625","1.23375","1.60750"
"03.06.2009","Wed","0.26125","0.29000","0.31875","0.48500","0.63688","1.20750","1.58375"
"04.06.2009","Thu","0.26063","0.28875","0.31750","0.47500","0.62938","1.18000","1.54750"
"05.06.2009","Fri","0.26063","0.29125","0.32063","0.47750","0.63250","1.20375","1.59750"
"08.06.2009","Mon","0.26125","0.29063","0.32313","0.48625","0.65000","1.28250","1.85375"
"09.06.2009","Tue","0.26875","0.29438","0.32125","0.48375","0.64750","1.26625","1.83500"
"10.06.2009","Wed","0.26375","0.29375","0.32063","0.47875","0.63875","1.22875","1.79250"
"11.06.2009","Thu","0.26125","0.29250","0.31938","0.47375","0.62938","1.21750","1.79000"
"12.06.2009","Fri","0.26000","0.29000","0.31813","0.46438","0.62438","1.18375","1.73250"
"15.06.2009","Mon","0.26125","0.28813","0.31875","0.45900","0.61438","1.16875","1.69875"
"16.06.2009","Tue","0.26125","0.28813","0.31813","0.45375","0.61313","1.16375","1.69625"
"17.06.2009","Wed","0.26125","0.28563","0.31313","0.44813","0.61000","1.15750","1.69375"
"18.06.2009","Thu","0.26375","0.28750","0.31500","0.44625","0.60875","1.16125","1.68875"
"19.06.2009","Fri","0.26750","0.28875","0.31688","0.44625","0.61188","1.18250","1.74000"
"22.06.2009","Mon","0.27125","0.29500","0.31500","0.44500","0.61000","1.16125","1.69750"
"23.06.2009","Tue","0.27750","0.29688","0.31375","0.44125","0.60750","1.14875","1.67750"
"24.06.2009","Wed","0.27563","0.29438","0.31125","0.43375","0.60438","1.13125","1.64000"
"25.06.2009","Thu","0.27375","0.29438","0.30750","0.42750","0.60125","1.11375","1.64500"
"26.06.2009","Fri","0.26500","0.29438","0.31000","0.42000","0.59750","1.09500","1.59125"
"29.06.2009","Mon","0.26375","0.29188","0.30875","0.41625","0.59688","1.11750","1.59750"
"30.06.2009","Tue","0.27750","0.29000","0.30875","0.41438","0.59500","1.11125","1.60625"
"01.07.2009","Wed","0.26750","0.28750","0.30625","0.40938","0.58750","1.09125","1.59000"
"02.07.2009","Thu","0.26813","0.28438","0.30438","0.40688","0.57750","1.07875","1.57625"
"03.07.2009","Fri","0.26688","0.28250","0.30125","0.39875","0.55875","1.05125","1.53125"
"06.07.2009","Mon","0.26063","0.28375","0.30188","0.39563","0.54813","1.03125","1.51375"
"07.07.2009","Tue","0.25875","0.27938","0.30188","0.38875","0.53750","1.02250","1.51125"
"08.07.2009","Wed","0.25125","0.27625","0.30000","0.37625","0.52500","1.00500","1.49375"
"09.07.2009","Thu","0.24813","0.27563","0.29625","0.36750","0.51000","0.98563","1.47500"
"10.07.2009","Fri","0.24313","0.27125","0.29250","0.35750","0.50500","0.96750","1.45625"
"13.07.2009","Mon","0.24313","0.26938","0.28813","0.35688","0.50938","0.96500","1.46125"
"14.07.2009","Tue","0.24438","0.26938","0.28750","0.35688","0.51313","0.98375","1.49375"
"15.07.2009","Wed","0.24000","0.26563","0.28750","0.35438","0.51375","0.98750","1.50750"
"16.07.2009","Thu","0.24125","0.26813","0.28875","0.35313","0.51000","0.98500","1.50875"
"17.07.2009","Fri","0.24000","0.26688","0.28625","0.35000","0.50375","0.97125","1.49125"
"20.07.2009","Mon","0.23875","0.26375","0.28625","0.35000","0.50500","0.96750","1.50125"
"21.07.2009","Tue","0.23500","0.26375","0.28500","0.34875","0.50313","0.96125","1.49000"
"22.07.2009","Wed","0.23000","0.26250","0.28500","0.34688","0.50188","0.95063","1.47875"
"23.07.2009","Thu","0.22938","0.26250","0.28500","0.34563","0.50375","0.94563","1.47313"
"24.07.2009","Fri","0.22313","0.26250","0.28500","0.34688","0.50188","0.95063","1.48938"
"27.07.2009","Mon","0.22688","0.26125","0.28750","0.34438","0.49625","0.94750","1.49250"
"28.07.2009","Tue","0.22563","0.25938","0.28500","0.34000","0.49125","0.93625","1.47875"
"29.07.2009","Wed","0.22938","0.26188","0.28500","0.33875","0.48750","0.93250","1.48500"
"30.07.2009","Thu","0.23000","0.25938","0.28063","0.33438","0.48313","0.93000","1.50250"
"31.07.2009","Fri","0.23500","0.25875","0.27938","0.33000","0.47938","0.92500","1.49750"
"03.08.2009","Mon","0.23188","0.25875","0.27563","0.32625","0.47188","0.90375","1.47563"
"04.08.2009","Tue","0.24250","0.26000","0.27563","0.32625","0.47063","0.90875","1.48813"
"05.08.2009","Wed","0.24750","0.26125","0.27563","0.32438","0.46813","0.90938","1.50063"
"06.08.2009","Thu","0.24625","0.26125","0.27563","0.32250","0.46438","0.90875","1.51063"
"07.08.2009","Fri","0.24500","0.26250","0.27563","0.32313","0.46125","0.90750","1.51000"
"10.08.2009","Mon","0.24250","0.26250","0.27500","0.32250","0.45875","0.90813","1.54875"
"11.08.2009","Tue","0.24125","0.26125","0.27450","0.32063","0.45438","0.89125","1.51063"
"12.08.2009","Wed","0.23750","0.26125","0.27406","0.31938","0.44969","0.86875","1.46000"
"13.08.2009","Thu","0.23250","0.26000","0.27281","0.31500","0.44000","0.85125","1.41875"
"14.08.2009","Fri","0.23375","0.26000","0.27250","0.30875","0.42938","0.83188","1.39000"
"17.08.2009","Mon","0.23750","0.26000","0.27875","0.31500","0.43125","0.83125","1.38875"
"18.08.2009","Tue","0.23500","0.25625","0.27250","0.30688","0.42500","0.82500","1.39000"
"19.08.2009","Wed","0.23375","0.25625","0.26875","0.30500","0.41875","0.81375","1.37000"
"20.08.2009","Thu","0.23000","0.25438","0.26750","0.30313","0.40688","0.80875","1.38125"
"21.08.2009","Fri","0.22875","0.25438","0.26563","0.30000","0.39313","0.79625","1.34875"
"24.08.2009","Mon","0.22875","0.25563","0.26438","0.29688","0.38688","0.79625","1.38375"
"25.08.2009","Tue","0.22813","0.25438","0.26281","0.29438","0.38000","0.78500","1.35500"
"26.08.2009","Wed","0.22688","0.25313","0.26063","0.29188","0.37188","0.78250","1.35500"
"27.08.2009","Thu","0.22688","0.25063","0.26125","0.28813","0.36063","0.77313","1.34625"
"28.08.2009","Fri","0.22938","0.24875","0.25875","0.28000","0.34750","0.75500","1.33000"
"01.09.2009","Tue","0.22938","0.25125","0.25625","0.27438","0.33438","0.72875","1.29688"
"02.09.2009","Wed","0.23000","0.24875","0.25438","0.27250","0.33000","0.72625","1.29500"
"03.09.2009","Thu","0.22625","0.24875","0.25313","0.26875","0.32188","0.71938","1.29063"
"04.09.2009","Fri","0.22313","0.24875","0.25375","0.26500","0.31438","0.71250","1.28813"
"07.09.2009","Mon","0.22313","0.24750","0.25125","0.26313","0.30875","0.70438","1.28750"
"08.09.2009","Tue","0.22125","0.24750","0.24938","0.26063","0.30188","0.70000","1.27875"
"09.09.2009","Wed","0.21875","0.24213","0.24588","0.25838","0.29869","0.68875","1.26625"
"10.09.2009","Thu","0.21875","0.24063","0.24375","0.25813","0.29969","0.68250","1.26125"
"11.09.2009","Fri","0.21875","0.24025","0.24338","0.25713","0.29900","0.67750","1.25375"
"14.09.2009","Mon","0.21875","0.23938","0.24125","0.25438","0.29500","0.67625","1.25375"
"15.09.2009","Tue","0.21875","0.23938","0.24250","0.25438","0.29338","0.67500","1.26000"
"16.09.2009","Wed","0.21875","0.23938","0.24375","0.25500","0.29188","0.67625","1.26938"
"17.09.2009","Thu","0.21750","0.24063","0.24625","0.25750","0.29188","0.67938","1.29125"
"18.09.2009","Fri","0.21750","0.24188","0.24625","0.25750","0.28938","0.67563","1.27188"
"21.09.2009","Mon","0.21750","0.24313","0.24625","0.25750","0.28938","0.67625","1.28188"
"22.09.2009","Tue","0.21375","0.24188","0.24625","0.25750","0.28563","0.66813","1.27000"
"23.09.2009","Wed","0.21500","0.24188","0.24625","0.25625","0.28500","0.66063","1.26250"
"24.09.2009","Thu","0.21375","0.24063","0.24625","0.25375","0.28313","0.63938","1.23125"
"25.09.2009","Fri","0.21250","0.24063","0.24625","0.25438","0.28250","0.63625","1.23750"
"28.09.2009","Mon","0.21250","0.24063","0.24625","0.25375","0.28250","0.63875","1.25500"
"29.09.2009","Tue","0.21000","0.23938","0.24625","0.25375","0.28969","0.63125","1.25375"
"30.09.2009","Wed","0.21125","0.23875","0.24563","0.25250","0.28688","0.62875","1.26375"
"01.10.2009","Thu","0.20500","0.23875","0.24563","0.25313","0.28438","0.62000","1.24188"
"02.10.2009","Fri","0.20000","0.23563","0.24438","0.25250","0.28406","0.60313","1.21250"
"05.10.2009","Mon","0.20250","0.23625","0.24438","0.25313","0.28406","0.60188","1.20688"
"06.10.2009","Tue","0.20000","0.23688","0.24438","0.25375","0.28406","0.60000","1.21250"
"07.10.2009","Wed","0.19625","0.23563","0.24438","0.25375","0.28438","0.60000","1.21688"
"08.10.2009","Thu","0.19500","0.23500","0.24438","0.25375","0.28438","0.59750","1.21313"
"09.10.2009","Fri","0.19500","0.23000","0.24500","0.25375","0.28438","0.59688","1.22250"
"12.10.2009","Mon","0.19500","0.23125","0.24438","0.25313","0.28438","0.60125","1.25125"
"13.10.2009","Tue","0.19125","0.23188","0.24500","0.25375","0.28438","0.59563","1.23938"
"14.10.2009","Wed","0.18875","0.23188","0.24500","0.25375","0.28406","0.59313","1.23250"
"15.10.2009","Thu","0.18750","0.23188","0.24500","0.25375","0.28406","0.59000","1.23813"
"16.10.2009","Fri","0.18688","0.23188","0.24500","0.25375","0.28406","0.59125","1.24688"
"19.10.2009","Mon","0.18813","0.22938","0.24500","0.25313","0.28338","0.59250","1.25000"
"20.10.2009","Tue","0.18813","0.22938","0.24500","0.25425","0.28313","0.58563","1.23875"
"21.10.2009","Wed","0.18688","0.22750","0.24375","0.25425","0.28344","0.58500","1.22750"
"22.10.2009","Thu","0.18500","0.22688","0.24375","0.25400","0.28219","0.58188","1.23188"
"23.10.2009","Fri","0.18625","0.22688","0.24375","0.25400","0.28188","0.58063","1.23500"
"26.10.2009","Mon","0.18438","0.22563","0.24375","0.25400","0.28063","0.58063","1.24438"
"27.10.2009","Tue","0.18375","0.22500","0.24350","0.25400","0.28063","0.57688","1.23625"
"28.10.2009","Wed","0.18250","0.22313","0.24288","0.25400","0.28063","0.57000","1.20875"
"29.10.2009","Thu","0.17875","0.22063","0.24350","0.25719","0.28063","0.56438","1.19813"
"30.10.2009","Fri","0.17875","0.22125","0.24350","0.25781","0.28063","0.56438","1.19938"
"02.11.2009","Mon","0.17750","0.22000","0.24125","0.25594","0.27938","0.56688","1.19500"
"03.11.2009","Tue","0.17750","0.22000","0.24156","0.25500","0.27813","0.56219","1.18188"
"04.11.2009","Wed","0.17875","0.22000","0.24156","0.25500","0.27750","0.56344","1.18875"
"05.11.2009","Thu","0.17838","0.22000","0.24156","0.25313","0.27531","0.55400","1.17000"
"06.11.2009","Fri","0.17713","0.21688","0.24156","0.25313","0.27406","0.55000","1.16125"
"09.11.2009","Mon","0.17838","0.21625","0.23906","0.25063","0.27250","0.54063","1.13125"
"10.11.2009","Tue","0.17750","0.21625","0.23875","0.25031","0.27250","0.53625","1.12000"
"11.11.2009","Wed","0.17750","0.21625","0.23875","0.25031","0.27250","0.53125","1.10688"
"12.11.2009","Thu","0.18000","0.21625","0.23875","0.25031","0.27250","0.52438","1.09813"
"13.11.2009","Fri","0.17813","0.21625","0.23750","0.25031","0.27250","0.52063","1.09063"
"16.11.2009","Mon","0.17813","0.21625","0.23750","0.25000","0.27125","0.51781","1.08813"
"17.11.2009","Tue","0.17813","0.21563","0.23688","0.25000","0.27031","0.50625","1.05938"
"18.11.2009","Wed","0.17813","0.21563","0.23656","0.24875","0.26906","0.50188","1.05500"
"19.11.2009","Thu","0.17563","0.21563","0.23656","0.24844","0.26656","0.49250","1.03375"
"20.11.2009","Fri","0.17563","0.21500","0.23594","0.24688","0.26219","0.48938","1.02125"
"23.11.2009","Mon","0.17875","0.21750","0.23594","0.24688","0.26188","0.48563","1.02000"
"24.11.2009","Tue","0.17875","0.21625","0.23594","0.24563","0.26063","0.48250","1.01375"
"25.11.2009","Wed","0.17688","0.21625","0.23406","0.24375","0.25563","0.47813","1.00500"
"26.11.2009","Thu","0.17688","0.21500","0.23406","0.24375","0.25438","0.47625","1.00313"
"27.11.2009","Fri","0.17938","0.21500","0.23531","0.24313","0.25563","0.48438","1.01125"
"30.11.2009","Mon","0.18250","0.21625","0.23531","0.24438","0.25656","0.48813","1.01750"
"01.12.2009","Tue","0.17938","0.21625","0.23469","0.24375","0.25531","0.48188","1.00813"
"02.12.2009","Wed","0.18250","0.21531","0.23438","0.24344","0.25500","0.47813","1.00313"
"03.12.2009","Thu","0.18188","0.21531","0.23469","0.24375","0.25531","0.48500","1.02938"
"04.12.2009","Fri","0.18063","0.21563","0.23469","0.24438","0.25656","0.48375","1.02563"
"07.12.2009","Mon","0.18125","0.21438","0.23469","0.24438","0.25656","0.48438","1.05438"
"08.12.2009","Tue","0.18125","0.21438","0.23469","0.24375","0.25594","0.46813","1.01500"
"09.12.2009","Wed","0.18000","0.21438","0.23406","0.24375","0.25519","0.46188","1.00663"
"10.12.2009","Thu","0.17875","0.21375","0.23406","0.24375","0.25425","0.45756","1.00650"
"11.12.2009","Fri","0.17719","0.21281","0.23313","0.24313","0.25363","0.45575","1.00400"
"14.12.2009","Mon","0.17813","0.21313","0.23250","0.24125","0.25375","0.45313","1.00063"
"15.12.2009","Tue","0.17813","0.21375","0.23250","0.24094","0.25344","0.45250","1.00500"
"16.12.2009","Wed","0.17813","0.21375","0.23250","0.24094","0.25375","0.45125","1.00375"
"17.12.2009","Thu","0.17938","0.21375","0.23313","0.24069","0.25338","0.44388","0.99163"
"18.12.2009","Fri","0.17938","0.21250","0.23188","0.24069","0.25125","0.43538","0.96838"
"21.12.2009","Mon","0.17813","0.21188","0.23188","0.24094","0.24875","0.43063","0.96438"
"22.12.2009","Tue","0.17813","0.21063","0.23188","0.24094","0.24875","0.43125","0.97813"
"23.12.2009","Wed","0.17688","0.21500","0.23125","0.24094","0.25063","0.43063","0.97438"
"24.12.2009","Thu","0.17688","0.21500","0.23125","0.24094","0.25063","0.43125","0.97875"
"29.12.2009","Tue","0.18125","0.21688","0.23094","0.23969","0.25063","0.43438","0.99750"
"30.12.2009","Wed","0.18000","0.21563","0.23094","0.23969","0.25063","0.43000","0.98563"
"31.12.2009","Thu","0.16875","0.21375","0.23094","0.23969","0.25063","0.42969","0.98438"
"04.01.2010","Mon","0.17375","0.20813","0.23344","0.24344","0.25438","0.43438","0.99375"
"05.01.2010","Tue","0.17500","0.20813","0.23344","0.24406","0.25250","0.42750","0.96969"
"06.01.2010","Wed","0.17500","0.20813","0.23219","0.24219","0.25000","0.42563","0.96031"
"07.01.2010","Thu","0.17500","0.20813","0.23125","0.24125","0.24938","0.41750","0.94813"
"08.01.2010","Fri","0.17313","0.20813","0.23313","0.24250","0.25125","0.42000","0.95688"
"11.01.2010","Mon","0.17313","0.20750","0.23313","0.24250","0.25125","0.40375","0.91563"
"12.01.2010","Tue","0.17313","0.20750","0.23313","0.24250","0.25125","0.40000","0.90563"
"13.01.2010","Wed","0.17313","0.20750","0.23313","0.24250","0.25125","0.40000","0.90438"
"14.01.2010","Thu","0.17188","0.20750","0.23313","0.24250","0.25125","0.39875","0.90500"
"15.01.2010","Fri","0.17188","0.20750","0.23313","0.24250","0.25125","0.39250","0.89625"
"18.01.2010","Mon","0.17188","0.20750","0.23063","0.23938","0.24875","0.39000","0.88063"
"19.01.2010","Tue","0.17188","0.20750","0.23063","0.23938","0.24900","0.39063","0.88000"
"20.01.2010","Wed","0.17063","0.20750","0.23063","0.23938","0.24888","0.39000","0.87563"
"21.01.2010","Thu","0.16938","0.20875","0.23063","0.23938","0.24888","0.39031","0.87750"
"22.01.2010","Fri","0.16938","0.20875","0.23063","0.23938","0.24906","0.38469","0.85750"
"25.01.2010","Mon","0.16938","0.20875","0.23063","0.23938","0.24875","0.38563","0.86063"
"26.01.2010","Tue","0.17063","0.20875","0.23063","0.23938","0.24875","0.38250","0.84063"
"27.01.2010","Wed","0.17063","0.20875","0.23063","0.23938","0.24875","0.38344","0.84188"
