"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"31.12.2003","Wed","1.08875","1.08875","1.12000","1.13250","1.15188","1.22000","1.45688"
"02.01.2004","Fri","1.06000","1.08750","1.12000","1.13313","1.15000","1.22000","1.47750"
"05.01.2004","Mon","1.05500","1.08375","1.12000","1.13000","1.15000","1.22750","1.51000"
"06.01.2004","Tue","1.05188","1.08063","1.12000","1.13000","1.15000","1.22938","1.50563"
"07.01.2004","Wed","1.04250","1.07750","1.11000","1.12000","1.14000","1.21188","1.47000"
"08.01.2004","Thu","1.03000","1.07500","1.11000","1.12000","1.14000","1.21000","1.47000"
"09.01.2004","Fri","1.01750","1.07250","1.11000","1.12000","1.14000","1.21000","1.46688"
"12.01.2004","Mon","1.03750","1.07250","1.10000","1.11000","1.12000","1.17000","1.34250"
"13.01.2004","Tue","1.04000","1.07250","1.10000","1.11000","1.12000","1.17000","1.35000"
"14.01.2004","Wed","1.03625","1.07125","1.10000","1.11000","1.12000","1.16500","1.33750"
"15.01.2004","Thu","1.07000","1.07125","1.10000","1.11000","1.12000","1.17000","1.34875"
"16.01.2004","Fri","1.03625","1.07125","1.10000","1.11000","1.12000","1.17000","1.36500"
"19.01.2004","Mon","1.03625","1.07125","1.10000","1.11000","1.12000","1.17000","1.37000"
"20.01.2004","Tue","1.05250","1.07125","1.10000","1.11000","1.12000","1.17500","1.37625"
"21.01.2004","Wed","1.05125","1.07125","1.10000","1.11000","1.12000","1.17000","1.37000"
"22.01.2004","Thu","1.05125","1.07750","1.10000","1.11000","1.12000","1.17000","1.37000"
"23.01.2004","Fri","1.03875","1.08000","1.10000","1.11000","1.12000","1.17000","1.35000"
"26.01.2004","Mon","1.04500","1.07750","1.10000","1.11000","1.12000","1.17000","1.37000"
"27.01.2004","Tue","1.04500","1.07750","1.10000","1.11000","1.12000","1.17563","1.39000"
"28.01.2004","Wed","1.04500","1.07875","1.10000","1.11000","1.12000","1.17000","1.37000"
"29.01.2004","Thu","1.04375","1.07875","1.10000","1.11625","1.13125","1.21000","1.46000"
"30.01.2004","Fri","1.06750","1.07625","1.10000","1.11750","1.13000","1.21375","1.47625"
"02.02.2004","Mon","1.05250","1.07500","1.10000","1.11875","1.13000","1.21000","1.47000"
"03.02.2004","Tue","1.04375","1.07125","1.10000","1.11500","1.13000","1.20125","1.44875"
"04.02.2004","Wed","1.03500","1.06750","1.09875","1.11500","1.13000","1.20000","1.43000"
"05.02.2004","Thu","1.04125","1.06500","1.09875","1.11625","1.13000","1.20000","1.43750"
"06.02.2004","Fri","1.03250","1.06500","1.10000","1.11750","1.13000","1.22000","1.48375"
"09.02.2004","Mon","1.03500","1.07125","1.10000","1.11625","1.13000","1.20000","1.42000"
"10.02.2004","Tue","1.04250","1.07125","1.09875","1.11438","1.13000","1.20000","1.42000"
"11.02.2004","Wed","1.03500","1.07125","1.09875","1.11313","1.13000","1.20938","1.45250"
"12.02.2004","Thu","1.03125","1.07000","1.09438","1.10875","1.12188","1.18000","1.39000"
"13.02.2004","Fri","1.03750","1.07000","1.09375","1.11000","1.12000","1.17500","1.37250"
"16.02.2004","Mon","1.03750","1.07000","1.09375","1.10875","1.12000","1.17000","1.36000"
"17.02.2004","Tue","1.09125","1.07000","1.09125","1.11000","1.12000","1.17000","1.37125"
"18.02.2004","Wed","1.05125","1.07000","1.09125","1.11000","1.12000","1.17000","1.36000"
"19.02.2004","Thu","1.04750","1.07500","1.09125","1.11000","1.12000","1.17750","1.37750"
"20.02.2004","Fri","1.03625","1.07750","1.09000","1.11000","1.12000","1.17188","1.37063"
"23.02.2004","Mon","1.04875","1.08000","1.09000","1.11000","1.12000","1.18000","1.41000"
"24.02.2004","Tue","1.04500","1.08000","1.09000","1.11000","1.12000","1.17000","1.37500"
"25.02.2004","Wed","1.04250","1.07875","1.09000","1.11000","1.12000","1.17000","1.36250"
"26.02.2004","Thu","1.04250","1.07250","1.09625","1.11000","1.12000","1.17000","1.36375"
"27.02.2004","Fri","1.07875","1.07250","1.09750","1.11000","1.12000","1.17000","1.36750"
"01.03.2004","Mon","1.06875","1.07375","1.10000","1.11000","1.12000","1.17000","1.36750"
"02.03.2004","Tue","1.05500","1.07375","1.10000","1.11000","1.12000","1.17250","1.37625"
"03.03.2004","Wed","1.05250","1.07250","1.10000","1.11000","1.12000","1.19000","1.42000"
"04.03.2004","Thu","1.05250","1.07250","1.10000","1.11000","1.12000","1.19000","1.41875"
"05.03.2004","Fri","1.04000","1.07375","1.10000","1.11000","1.12000","1.19000","1.42000"
"08.03.2004","Mon","1.04625","1.07125","1.09250","1.10375","1.11000","1.15000","1.30000"
"09.03.2004","Tue","1.04750","1.07125","1.09000","1.10000","1.11000","1.15000","1.29500"
"10.03.2004","Wed","1.04500","1.07125","1.09000","1.10000","1.11000","1.15000","1.30000"
"11.03.2004","Thu","1.04625","1.07250","1.09000","1.10000","1.11000","1.15000","1.30625"
"12.03.2004","Fri","1.05375","1.07125","1.09000","1.10000","1.11000","1.14500","1.28625"
"15.03.2004","Mon","1.08750","1.07250","1.09000","1.10000","1.11000","1.15000","1.29875"
"16.03.2004","Tue","1.05000","1.07125","1.09000","1.10000","1.11000","1.15875","1.31000"
"17.03.2004","Wed","1.05000","1.07125","1.09000","1.10000","1.11000","1.15000","1.28250"
"18.03.2004","Thu","1.05000","1.06750","1.09000","1.10000","1.11000","1.15000","1.29000"
"19.03.2004","Fri","1.04250","1.06750","1.09000","1.10000","1.11000","1.15000","1.30375"
"22.03.2004","Mon","1.04625","1.06750","1.09000","1.10000","1.11000","1.15000","1.30000"
"23.03.2004","Tue","1.04750","1.08500","1.09000","1.10000","1.11000","1.15000","1.29938"
"24.03.2004","Wed","1.04750","1.08438","1.09000","1.10000","1.11000","1.15000","1.29188"
"25.03.2004","Thu","1.04750","1.08438","1.09000","1.10000","1.11000","1.15000","1.29000"
"26.03.2004","Fri","1.04375","1.08500","1.09000","1.10000","1.11000","1.15000","1.29938"
"29.03.2004","Mon","1.06125","1.08750","1.09000","1.10000","1.11000","1.16000","1.33000"
"30.03.2004","Tue","1.09500","1.08125","1.09000","1.10000","1.11000","1.16000","1.34125"
"31.03.2004","Wed","1.16750","1.07750","1.09000","1.10000","1.11000","1.16000","1.35125"
"01.04.2004","Thu","1.07500","1.07625","1.09000","1.10000","1.11000","1.16000","1.34000"
"02.04.2004","Fri","1.05375","1.07375","1.09000","1.10000","1.11000","1.17000","1.37000"
"05.04.2004","Mon","1.05375","1.07250","1.10000","1.12000","1.14000","1.23000","1.52000"
"06.04.2004","Tue","1.05375","1.07500","1.10000","1.12000","1.14000","1.23000","1.51000"
"07.04.2004","Wed","1.05375","1.07625","1.10000","1.12000","1.14000","1.22250","1.49250"
"08.04.2004","Thu","1.05750","1.07375","1.10000","1.12000","1.14000","1.22500","1.50000"
"13.04.2004","Tue","1.06625","1.08000","1.10000","1.12000","1.14000","1.23500","1.52500"
"14.04.2004","Wed","1.06750","1.08000","1.10000","1.12000","1.14188","1.25500","1.57000"
"15.04.2004","Thu","1.08750","1.08000","1.10000","1.12000","1.15000","1.29000","1.63000"
"16.04.2004","Fri","1.05125","1.07625","1.10000","1.12000","1.15000","1.28000","1.61000"
"19.04.2004","Mon","1.05750","1.07250","1.10000","1.12000","1.14938","1.27000","1.58125"
"20.04.2004","Tue","1.05500","1.07375","1.10000","1.12000","1.15000","1.27500","1.61500"
"21.04.2004","Wed","1.05500","1.07250","1.10000","1.13000","1.16875","1.33000","1.71750"
"22.04.2004","Thu","1.05250","1.08000","1.10000","1.13000","1.17000","1.32500","1.70875"
"23.04.2004","Fri","1.04625","1.08000","1.10000","1.13000","1.17000","1.32000","1.69000"
"26.04.2004","Mon","1.05375","1.08125","1.10000","1.13000","1.17000","1.35000","1.77375"
"27.04.2004","Tue","1.05375","1.08125","1.10000","1.13000","1.17000","1.34813","1.76125"
"28.04.2004","Wed","1.05375","1.08125","1.10000","1.13000","1.17000","1.34000","1.75000"
"29.04.2004","Thu","1.05375","1.08000","1.10000","1.13000","1.17875","1.37000","1.81000"
"30.04.2004","Fri","1.09500","1.08000","1.10000","1.13000","1.18000","1.38000","1.83000"
"04.05.2004","Tue","1.06000","1.07875","1.10000","1.13000","1.18000","1.38000","1.82000"
"05.05.2004","Wed","1.05375","1.07500","1.10000","1.13000","1.18000","1.37813","1.81375"
"06.05.2004","Thu","1.05250","1.07625","1.10000","1.13000","1.18000","1.39000","1.84000"
"07.05.2004","Fri","1.04500","1.07875","1.10000","1.13750","1.19000","1.42000","1.88125"
"10.05.2004","Mon","1.05250","1.08000","1.10000","1.16000","1.24000","1.53000","2.07000"
"11.05.2004","Tue","1.05500","1.07875","1.10000","1.16000","1.24000","1.53000","2.06000"
"12.05.2004","Wed","1.05625","1.08000","1.10000","1.16000","1.24000","1.52000","2.04000"
"13.05.2004","Thu","1.05125","1.08000","1.10000","1.16375","1.25000","1.54000","2.06750"
"14.05.2004","Fri","1.05125","1.08000","1.10000","1.17000","1.26000","1.56000","2.10688"
"17.05.2004","Mon","1.08500","1.08000","1.10000","1.16750","1.25813","1.53000","2.02750"
"18.05.2004","Tue","1.05500","1.08125","1.10000","1.17000","1.26000","1.53375","2.03000"
"19.05.2004","Wed","1.05250","1.08125","1.10000","1.17250","1.27000","1.55000","2.07000"
"20.05.2004","Thu","1.04875","1.08625","1.10000","1.18000","1.28000","1.56875","2.09000"
"21.05.2004","Fri","1.04125","1.08375","1.10000","1.18000","1.28000","1.56000","2.07000"
"24.05.2004","Mon","1.04875","1.08375","1.10000","1.19000","1.29000","1.59000","2.13000"
"25.05.2004","Tue","1.05000","1.08000","1.10000","1.19000","1.29000","1.58250","2.10000"
"26.05.2004","Wed","1.05375","1.08250","1.10000","1.20000","1.30000","1.58813","2.10250"
"27.05.2004","Thu","1.05250","1.08125","1.11000","1.20875","1.31000","1.57875","2.07625"
"28.05.2004","Fri","1.08500","1.08125","1.11375","1.21500","1.31500","1.57750","2.05750"
"01.06.2004","Tue","1.06625","1.08125","1.12500","1.22375","1.32688","1.60500","2.11125"
"02.06.2004","Wed","1.06125","1.08000","1.13125","1.23125","1.34000","1.62750","2.15000"
"03.06.2004","Thu","1.05375","1.08250","1.15000","1.25500","1.36000","1.66000","2.18625"
"04.06.2004","Fri","1.04500","1.08250","1.16000","1.27000","1.37375","1.67375","2.20000"
"07.06.2004","Mon","1.05750","1.08250","1.17000","1.28625","1.40000","1.71000","2.26000"
"08.06.2004","Tue","1.05875","1.08250","1.17875","1.29000","1.41000","1.71000","2.23250"
"09.06.2004","Wed","1.05750","1.08250","1.19000","1.30000","1.42750","1.73813","2.28000"
"10.06.2004","Thu","1.05125","1.08125","1.21125","1.34000","1.46875","1.79500","2.36500"
"11.06.2004","Fri","1.05000","1.08500","1.23875","1.37000","1.52000","1.86000","2.43313"
"14.06.2004","Mon","1.05875","1.08125","1.25250","1.38875","1.54125","1.89500","2.48000"
"15.06.2004","Tue","1.08625","1.08125","1.27875","1.40750","1.56000","1.91875","2.50000"
"16.06.2004","Wed","1.05500","1.08000","1.26375","1.38125","1.53375","1.84500","2.37250"
"17.06.2004","Thu","1.05250","1.08250","1.28000","1.40000","1.55000","1.87063","2.43125"
"18.06.2004","Fri","1.04125","1.08000","1.28000","1.40000","1.55000","1.85063","2.38188"
"21.06.2004","Mon","1.05125","1.08250","1.28500","1.40250","1.55938","1.86375","2.40188"
"22.06.2004","Tue","1.05000","1.13000","1.29125","1.40250","1.55938","1.85500","2.38000"
"23.06.2004","Wed","1.04875","1.15500","1.30000","1.41000","1.57000","1.87000","2.40750"
"24.06.2004","Thu","1.05000","1.26750","1.32000","1.43875","1.58625","1.88250","2.40625"
"25.06.2004","Fri","1.05500","1.30000","1.33000","1.44125","1.58000","1.86625","2.38000"
"28.06.2004","Mon","1.10750","1.33500","1.34000","1.44625","1.58625","1.87000","2.38000"
"29.06.2004","Tue","1.20625","1.34000","1.36000","1.46500","1.60000","1.94000","2.46625"
"30.06.2004","Wed","1.59125","1.35000","1.36875","1.47000","1.61000","1.94000","2.46250"
"01.07.2004","Thu","1.39875","1.34625","1.36125","1.47250","1.60000","1.89750","2.38500"
"02.07.2004","Fri","1.35250","1.34500","1.36000","1.47125","1.60000","1.88125","2.34000"
"05.07.2004","Mon","1.35250","1.33875","1.35125","1.46000","1.57750","1.83375","2.25000"
"06.07.2004","Tue","1.31750","1.33125","1.35063","1.46000","1.58000","1.84000","2.24875"
"07.07.2004","Wed","1.31625","1.33625","1.35000","1.46000","1.58125","1.84125","2.26000"
"08.07.2004","Thu","1.31250","1.33375","1.36313","1.47000","1.59000","1.84125","2.26000"
"09.07.2004","Fri","1.29500","1.33625","1.36688","1.47000","1.59000","1.84000","2.25000"
"12.07.2004","Mon","1.30125","1.32750","1.38000","1.48000","1.60000","1.84125","2.25000"
"13.07.2004","Tue","1.30125","1.33375","1.38000","1.48250","1.60000","1.86000","2.27125"
"14.07.2004","Wed","1.30500","1.33125","1.39000","1.49000","1.61000","1.87000","2.28375"
"15.07.2004","Thu","1.33125","1.33125","1.41000","1.51000","1.62000","1.88000","2.31000"
"16.07.2004","Fri","1.29500","1.32750","1.42000","1.52000","1.63000","1.89125","2.33000"
"19.07.2004","Mon","1.30250","1.32750","1.42000","1.52000","1.63000","1.86000","2.26250"
"20.07.2004","Tue","1.30000","1.32375","1.42625","1.52875","1.63250","1.87000","2.27125"
"21.07.2004","Wed","1.30125","1.32250","1.43313","1.54000","1.65000","1.92000","2.37000"
"22.07.2004","Thu","1.30125","1.33250","1.45000","1.55000","1.66000","1.93000","2.39000"
"23.07.2004","Fri","1.29375","1.33250","1.45000","1.55000","1.66000","1.93000","2.39000"
"26.07.2004","Mon","1.30000","1.33125","1.46188","1.55500","1.66188","1.93000","2.39000"
"27.07.2004","Tue","1.29750","1.33750","1.47000","1.56125","1.67000","1.96000","2.43000"
"28.07.2004","Wed","1.30375","1.33500","1.48000","1.57750","1.68000","1.98000","2.47000"
"29.07.2004","Thu","1.33875","1.34250","1.49188","1.59375","1.69375","1.98625","2.46250"
"30.07.2004","Fri","1.37750","1.34250","1.50375","1.60000","1.70000","1.98000","2.43375"
"02.08.2004","Mon","1.35250","1.35500","1.51375","1.59375","1.69000","1.93750","2.35000"
"03.08.2004","Tue","1.32500","1.38125","1.52500","1.60000","1.70000","1.95500","2.37313"
"04.08.2004","Wed","1.31750","1.42375","1.54000","1.61000","1.70000","1.94000","2.35000"
"05.08.2004","Thu","1.32250","1.52750","1.56250","1.62875","1.71000","1.95000","2.36000"
"06.08.2004","Fri","1.35500","1.55375","1.57375","1.63125","1.71000","1.94125","2.34125"
"09.08.2004","Mon","1.42750","1.55250","1.56875","1.61125","1.67000","1.86000","2.19375"
"10.08.2004","Tue","1.54000","1.55875","1.57875","1.62000","1.68000","1.88000","2.21375"
"11.08.2004","Wed","1.54750","1.56250","1.60000","1.64250","1.71000","1.92000","2.27750"
"12.08.2004","Thu","1.54625","1.56250","1.60000","1.65000","1.71125","1.92000","2.26750"
"13.08.2004","Fri","1.54750","1.56250","1.60000","1.65750","1.72000","1.92125","2.25750"
"16.08.2004","Mon","1.60500","1.56875","1.60000","1.66000","1.72000","1.92000","2.24000"
"17.08.2004","Tue","1.55875","1.56750","1.60000","1.67000","1.73000","1.94000","2.27125"
"18.08.2004","Wed","1.51750","1.56250","1.60000","1.67000","1.73000","1.92125","2.23000"
"19.08.2004","Thu","1.53500","1.56375","1.61000","1.68000","1.74000","1.93750","2.25000"
"20.08.2004","Fri","1.53250","1.56375","1.61000","1.68000","1.74000","1.93000","2.23000"
"23.08.2004","Mon","1.54375","1.57000","1.61500","1.68625","1.75000","1.95000","2.26625"
"24.08.2004","Tue","1.54875","1.57250","1.62500","1.69750","1.76000","1.98000","2.31125"
"25.08.2004","Wed","1.54500","1.57000","1.63000","1.70000","1.77000","1.98000","2.30000"
"26.08.2004","Thu","1.54750","1.57750","1.64000","1.71000","1.78125","1.99000","2.32000"
"27.08.2004","Fri","1.56000","1.57750","1.65000","1.72000","1.79000","1.99000","2.30000"
"31.08.2004","Tue","1.62500","1.57375","1.67000","1.73000","1.80000","1.99000","2.30000"
"01.09.2004","Wed","1.59625","1.57500","1.67000","1.73000","1.80000","1.98000","2.26000"
"02.09.2004","Thu","1.55875","1.57500","1.68625","1.74625","1.81000","1.98125","2.26375"
"03.09.2004","Fri","1.54750","1.57563","1.69625","1.75625","1.82000","2.01000","2.30375"
"06.09.2004","Mon","1.54750","1.57250","1.72250","1.77625","1.85000","2.08000","2.43000"
"07.09.2004","Tue","1.56875","1.57625","1.73750","1.78375","1.86000","2.08000","2.42375"
"08.09.2004","Wed","1.56000","1.57625","1.74000","1.78875","1.86250","2.08500","2.43000"
"09.09.2004","Thu","1.55750","1.58250","1.75000","1.80000","1.87000","2.07000","2.36375"
"10.09.2004","Fri","1.53875","1.59375","1.75750","1.81000","1.87438","2.07000","2.36000"
"13.09.2004","Mon","1.55000","1.61500","1.76000","1.81500","1.88000","2.06000","2.35500"
"14.09.2004","Tue","1.55500","1.64625","1.77875","1.82250","1.88000","2.06000","2.33000"
"15.09.2004","Wed","1.59625","1.67625","1.78750","1.82750","1.88813","2.05625","2.32000"
"16.09.2004","Thu","1.57125","1.76875","1.81125","1.86000","1.91000","2.08000","2.34375"
"17.09.2004","Fri","1.60000","1.80625","1.82000","1.86000","1.91000","2.06000","2.28375"
"20.09.2004","Mon","1.66000","1.81125","1.82750","1.86875","1.91875","2.08000","2.34000"
"21.09.2004","Tue","1.80125","1.81625","1.83250","1.87500","1.93000","2.09000","2.32250"
"22.09.2004","Wed","1.79250","1.81625","1.84000","1.88250","1.94125","2.11000","2.36000"
"23.09.2004","Thu","1.78875","1.82000","1.84000","1.89000","1.95000","2.12000","2.36000"
"24.09.2004","Fri","1.78750","1.82125","1.84000","1.90000","1.96000","2.14000","2.41000"
"27.09.2004","Mon","1.79875","1.83000","1.84000","1.90000","1.97000","2.17000","2.45000"
"28.09.2004","Tue","1.80500","1.83625","1.84000","1.90000","1.97500","2.17000","2.44000"
"29.09.2004","Wed","1.80250","1.82688","1.84000","1.90000","2.00563","2.16875","2.44375"
"30.09.2004","Thu","1.93125","1.82813","1.84000","1.91000","2.02000","2.19625","2.48250"
"01.10.2004","Fri","1.86500","1.82563","1.84000","1.91625","2.02750","2.20000","2.48875"
"04.10.2004","Mon","1.81750","1.82563","1.84000","1.92000","2.03125","2.21000","2.50375"
"05.10.2004","Tue","1.81500","1.82313","1.84000","1.93000","2.04000","2.21188","2.50875"
"06.10.2004","Wed","1.80875","1.82000","1.84000","1.93000","2.04500","2.21625","2.51000"
"07.10.2004","Thu","1.80125","1.82625","1.85625","1.95000","2.06000","2.24000","2.54250"
"08.10.2004","Fri","1.78875","1.82375","1.85813","1.95250","2.06000","2.24000","2.53875"
"11.10.2004","Mon","1.78875","1.82125","1.86250","1.95000","2.05250","2.20625","2.45375"
"12.10.2004","Tue","1.81625","1.82625","1.86750","1.95125","2.05813","2.20375","2.44375"
"13.10.2004","Wed","1.81875","1.82625","1.87000","1.96000","2.07000","2.21000","2.45000"
"14.10.2004","Thu","1.82000","1.82875","1.88875","1.97125","2.07000","2.20000","2.41750"
"15.10.2004","Fri","1.84125","1.82750","1.89000","1.97125","2.07000","2.19750","2.40500"
"18.10.2004","Mon","1.81375","1.82500","1.91000","1.98000","2.07875","2.20125","2.42313"
"19.10.2004","Tue","1.80375","1.82313","1.91000","1.98000","2.08000","2.21125","2.43625"
"20.10.2004","Wed","1.79125","1.82125","1.91000","1.99000","2.09000","2.22000","2.44000"
"21.10.2004","Thu","1.79875","1.83188","1.93250","2.01000","2.10000","2.22000","2.42000"
"22.10.2004","Fri","1.78750","1.83625","1.94000","2.02000","2.11000","2.24313","2.47000"
"25.10.2004","Mon","1.80125","1.84000","1.95125","2.02500","2.11000","2.22500","2.42000"
"26.10.2004","Tue","1.80375","1.84375","1.95875","2.03000","2.11938","2.24000","2.44125"
"27.10.2004","Wed","1.80250","1.84125","1.96000","2.04000","2.13000","2.25500","2.46375"
"28.10.2004","Thu","1.81125","1.84000","1.99000","2.11000","2.16000","2.30000","2.53000"
"29.10.2004","Fri","1.88500","1.84500","2.00000","2.11500","2.17000","2.31250","2.54625"
"01.11.2004","Mon","1.85500","1.84500","2.01625","2.12750","2.18000","2.32000","2.54375"
"02.11.2004","Tue","1.81875","1.87875","2.03938","2.14000","2.19000","2.34000","2.57875"
"03.11.2004","Wed","1.80750","1.89125","2.05000","2.15000","2.20000","2.35750","2.61000"
"04.11.2004","Thu","1.82375","1.98750","2.06125","2.17000","2.21000","2.35000","2.58000"
"05.11.2004","Fri","1.84000","2.03750","2.07000","2.18000","2.22000","2.37000","2.61000"
"08.11.2004","Mon","1.91500","2.06250","2.08688","2.20938","2.26000","2.45000","2.75750"
"09.11.2004","Tue","1.93250","2.06750","2.09125","2.22000","2.27375","2.46375","2.76625"
"10.11.2004","Wed","2.02250","2.07000","2.09000","2.22000","2.27625","2.47250","2.77625"
"11.11.2004","Thu","2.02250","2.07563","2.10000","2.23813","2.29000","2.49000","2.79875"
"12.11.2004","Fri","2.05250","2.07313","2.10125","2.24000","2.29000","2.49000","2.80000"
"15.11.2004","Mon","2.09625","2.07688","2.11000","2.25000","2.30000","2.49188","2.80000"
"16.11.2004","Tue","2.05625","2.07625","2.12750","2.26000","2.31000","2.51000","2.84000"
"17.11.2004","Wed","2.04625","2.07313","2.13000","2.26500","2.33000","2.54000","2.88000"
"18.11.2004","Thu","2.04125","2.07750","2.14000","2.28000","2.33875","2.54000","2.84000"
"19.11.2004","Fri","2.03500","2.07563","2.15000","2.28438","2.34500","2.55000","2.86000"
"22.11.2004","Mon","2.05500","2.08625","2.16000","2.29750","2.36000","2.58000","2.91375"
"23.11.2004","Tue","2.05000","2.08875","2.18000","2.31000","2.38000","2.59125","2.93375"
"24.11.2004","Wed","2.05250","2.09000","2.18063","2.31000","2.38063","2.59688","2.93125"
"25.11.2004","Thu","2.05250","2.09000","2.19375","2.32750","2.39000","2.61000","2.95000"
"26.11.2004","Fri","2.05125","2.08875","2.20750","2.34000","2.40000","2.63000","2.97500"
"29.11.2004","Mon","2.08875","2.09000","2.28000","2.34000","2.40000","2.62375","2.96000"
"30.11.2004","Tue","2.12750","2.09250","2.29000","2.34875","2.41000","2.63500","2.98000"
"01.12.2004","Wed","2.08625","2.08750","2.30625","2.35375","2.41875","2.63250","2.96000"
"02.12.2004","Thu","2.06125","2.09313","2.33125","2.37625","2.43750","2.65000","2.98250"
"03.12.2004","Fri","2.05000","2.10125","2.34000","2.38000","2.44000","2.66125","3.00000"
"06.12.2004","Mon","2.05625","2.13750","2.35000","2.38875","2.44000","2.63125","2.93000"
"07.12.2004","Tue","2.05750","2.18125","2.36000","2.40000","2.45000","2.64000","2.92563"
"08.12.2004","Wed","2.06625","2.20375","2.37000","2.41000","2.46000","2.65250","2.94875"
"09.12.2004","Thu","2.09875","2.29500","2.39000","2.42000","2.47000","2.66000","2.93125"
"10.12.2004","Fri","2.12500","2.31375","2.39750","2.42500","2.48000","2.67000","2.94000"
"13.12.2004","Mon","2.19375","2.32250","2.40250","2.43625","2.49000","2.69000","2.96000"
"14.12.2004","Tue","2.29250","2.32875","2.40688","2.44000","2.50000","2.71000","2.99500"
"15.12.2004","Wed","2.34625","2.32750","2.41000","2.44000","2.50125","2.71000","2.99750"
"16.12.2004","Thu","2.30875","2.32375","2.41000","2.45000","2.51000","2.72000","3.00000"
"17.12.2004","Fri","2.29625","2.32625","2.41250","2.46000","2.52000","2.73875","3.03750"
"20.12.2004","Mon","2.29625","2.32563","2.41313","2.46000","2.52125","2.75000","3.06000"
"21.12.2004","Tue","2.29750","2.32313","2.41500","2.46125","2.53000","2.76000","3.08000"
"22.12.2004","Wed","2.29250","2.32250","2.41688","2.46250","2.53000","2.76000","3.09000"
"23.12.2004","Thu","2.29750","2.47000","2.41750","2.46875","2.54875","2.77000","3.08000"
"24.12.2004","Fri","2.31250","2.47250","2.42000","2.47000","2.55000","2.76625","3.08000"
"29.12.2004","Wed","2.34875","2.51625","2.42000","2.47375","2.56000","2.77500","3.10000"
"30.12.2004","Thu","2.31750","2.33750","2.39000","2.48000","2.56000","2.79000","3.12000"
"31.12.2004","Fri","2.34625","2.33625","2.40000","2.49000","2.56438","2.78063","3.10000"
"04.01.2005","Tue","2.31875","2.32938","2.40000","2.49000","2.57000","2.79000","3.11000"
"05.01.2005","Wed","2.32000","2.32875","2.40000","2.50625","2.59000","2.82750","3.18063"
"06.01.2005","Thu","2.31750","2.33000","2.42000","2.52000","2.61000","2.84000","3.19000"
"07.01.2005","Fri","2.29875","2.32875","2.43000","2.52000","2.61000","2.83500","3.16000"
"10.01.2005","Mon","2.30250","2.32875","2.44000","2.53000","2.62000","2.85000","3.19125"
"11.01.2005","Tue","2.30625","2.33000","2.44250","2.53013","2.63000","2.86000","3.21000"
"12.01.2005","Wed","2.30000","2.33000","2.45000","2.54000","2.64000","2.87000","3.22000"
"13.01.2005","Thu","2.29750","2.33125","2.48000","2.56000","2.66000","2.89000","3.22125"
"14.01.2005","Fri","2.30000","2.33500","2.48000","2.56000","2.66000","2.89000","3.22000"
"17.01.2005","Mon","2.30000","2.33375","2.50000","2.57000","2.67000","2.90000","3.23813"
"18.01.2005","Tue","2.36000","2.33375","2.50000","2.57000","2.67000","2.90250","3.24750"
"19.01.2005","Wed","2.30125","2.33125","2.50375","2.57313","2.68000","2.91000","3.25000"
"20.01.2005","Thu","2.30000","2.33375","2.52000","2.58938","2.69250","2.92000","3.25000"
"21.01.2005","Fri","2.27625","2.34000","2.53000","2.61000","2.70000","2.92000","3.23563"
"24.01.2005","Mon","2.29500","2.35000","2.54438","2.61375","2.70000","2.91000","3.20500"
"25.01.2005","Tue","2.28750","2.37500","2.55000","2.61750","2.70000","2.91875","3.21625"
"26.01.2005","Wed","2.30000","2.40875","2.55875","2.62625","2.71000","2.93000","3.24000"
"27.01.2005","Thu","2.35375","2.51875","2.57750","2.64000","2.73000","2.94000","3.26000"
"28.01.2005","Fri","2.41500","2.55500","2.59000","2.65000","2.74250","2.96000","3.27000"
"31.01.2005","Mon","2.52250","2.56000","2.59000","2.66000","2.75000","2.96000","3.26125"
"01.02.2005","Tue","2.55625","2.56375","2.59000","2.66000","2.75000","2.96875","3.27188"
"02.02.2005","Wed","2.54500","2.56000","2.59000","2.66000","2.75000","2.97000","3.28000"
"03.02.2005","Thu","2.54000","2.56250","2.59000","2.68000","2.77000","2.99000","3.31000"
"04.02.2005","Fri","2.52625","2.56375","2.59000","2.68000","2.77000","2.99375","3.32625"
"07.02.2005","Mon","2.54625","2.56875","2.59000","2.68250","2.77000","2.99000","3.31000"
"08.02.2005","Tue","2.54625","2.57000","2.59000","2.68500","2.77063","2.99250","3.32000"
"09.02.2005","Wed","2.53875","2.57000","2.59000","2.68938","2.77438","3.00000","3.33000"
"10.02.2005","Thu","2.54250","2.57000","2.59000","2.70000","2.79000","2.99313","3.28000"
"11.02.2005","Fri","2.54375","2.57000","2.59000","2.70000","2.79438","3.01000","3.31000"
"14.02.2005","Mon","2.56375","2.57000","2.59000","2.71000","2.80000","3.02625","3.34750"
"15.02.2005","Tue","2.60500","2.57000","2.59000","2.71000","2.81000","3.03125","3.36000"
"16.02.2005","Wed","2.55000","2.56750","2.59000","2.71875","2.82000","3.04000","3.37125"
"17.02.2005","Thu","2.54625","2.57125","2.59813","2.74000","2.84750","3.08000","3.42125"
"18.02.2005","Fri","2.52375","2.57500","2.59938","2.74000","2.85000","3.08000","3.41250"
"21.02.2005","Mon","2.52375","2.57375","2.61000","2.75000","2.86000","3.10625","3.46000"
"22.02.2005","Tue","2.52375","2.57250","2.62000","2.76000","2.87000","3.11000","3.46000"
