Date,Return
20070103,-0.10084786434378419
20070104,0.12282860577995904
20070105,-0.6084581416921014
20070108,0.2540309080366254
20070109,-0.051667635228826225
20070110,0.436574516499001
20070111,0.6346993452120272
20070112,0.48531656122760874
20070116,0.08177951230182243
20070117,-0.08032190812319943
20070118,-0.2949811686292777
20070119,0.2909541185423647
20070122,-0.5257027517147321
20070123,0.3541965053976785
20070124,0.8522678739169467
20070125,-1.1262930211589754
20070126,-0.120792890723352
20070129,-0.09915641521238198
20070130,0.577918013155456
20070131,0.6712606893849045
20070201,0.5591429769668089
20070202,0.1694450737909216
20070205,-0.09251800630435927
20070206,0.07049302783027664
20070207,0.18032112108461004
20070208,-0.11585811016530702
20070209,-0.7036037286380176
20070212,-0.3219753129346302
20070213,0.770296201796366
20070214,0.7888313490312616
20070215,0.11407998987188141
20070216,-0.08443206430071594
20070220,0.2851212216384932
20070221,-0.1349664998898292
20070222,-0.062447006130946045
20070223,-0.3454169081712104
20070226,-0.11509289579293006
20070227,-3.4645479385889266
20070228,0.5848489183973565
20070301,-0.25803276041824924
20070302,-1.1395699430247623
20070305,-0.9364787320740131
20070306,1.5537876135878634
20070307,-0.21863836764148695
20070308,0.7191719087882124
20070309,0.06776216321078908
20070312,0.27088158449301747
20070313,-2.01105291468754
20070314,0.6756897726440549
20070315,0.37272055250903274
20070316,-0.3828308881100784
20070319,1.0894486847997196
20070320,0.6347822995374607
20070321,1.7095224568232172
20070322,-0.034842233415899836
20070323,0.10943898094991218
20070326,0.09679028866301967
20070327,-0.6177437799062505
20070328,-0.7785204037417158
20070329,0.3782174921558003
20070330,-0.1166967759089872
20070402,0.2618253496338802
20070403,0.9478539750489167
20070404,0.11267570857242339
20070405,0.33497360540636184
20070409,0.05817858719632648
20070410,0.26374857162976656
20070411,-0.6463051538264697
20070412,0.6206296629321211
20070413,0.34880002963724344
20070416,1.0661869416111611
20070417,0.20497586327559175
20070418,0.07000000137957373
20070419,-0.11884711668541666
20070420,0.9288181430486767
20070423,-0.22905298018522985
20070424,-0.035114420062943186
20070425,1.0227804674381613
20070426,-0.06821644160296422
20070427,-0.00937050372132732
20070430,-0.7830925875541341
20070501,0.2651196403904497
20070502,0.6587606041908816
20070503,0.4566821612344248
20070504,0.21766026906103852
20070507,0.25970457303482836
20070508,-0.10865625273615986
20070509,0.34896439962587517
20070510,-1.3793276339756673
20070511,0.964149817267758
20070514,-0.17333346500548485
20070515,-0.12773809096876976
20070516,0.8922215558887189
20070517,-0.08322335993009489
20070518,0.6617138481279896
20070521,0.1543244787391213
20070522,-0.06425683662852227
20070523,-0.1187552598847036
20070524,-0.9585418980388976
20070525,0.5459356550580476
20070529,0.16891134685319173
20070530,0.832235384800777
20070531,0.0281046155432757
20070601,0.3737028797928376
20070604,0.18876929630385206
20070605,-0.5308256683391318
20070606,-0.8617666271620421
20070607,-1.7556818595028432
20070608,1.137718499487503
20070611,0.09816534353527813
20070612,-1.0681718520335433
20070613,1.5422248772227891
20070614,0.4876031100004828
20070615,0.6526762306070452
20070618,-0.12068464812027987
20070619,0.1750421918062263
20070620,-1.3588289125653534
20070621,0.640657256198353
20070622,-1.2895816396674098
20070625,-0.32079043836742077
20070626,-0.3198305931368155
20070627,0.91918713711188
20070628,-0.04049504898476937
20070629,-0.1560719317576763
20070702,0.9816184165359396
20070703,0.37850861149385373
20070705,0.03541564506330585
20070706,0.3593523856460169
20070709,0.09277928097980506
20070710,-1.4185449841988935
20070711,0.5847923866809819
20070712,1.9068412757077675
20070713,0.3114303881828067
20070716,-0.1919471819645777
20070717,-0.009682030439330119
20070718,-0.19557882105820526
20070719,0.44950624963778874
20070720,-1.2290811636153984
20070723,0.4895432193766648
20070724,-1.9804425403607402
20070725,0.46722678335335655
20070726,-2.33384929704489
20070727,-1.5845491847821194
20070730,1.0267784914656415
20070731,-1.2639937374748356
20070801,0.730494138562456
20070802,0.4599231762975498
20070803,-2.6572833189601153
20070806,2.4165413427084284
20070807,0.6193678221180139
20070808,1.4408434662749896
20070809,-2.9468141509379135
20070810,0.03785374704045988
20070813,-0.03440161721066783
20070814,-1.8122719920305077
20070815,-1.3638167564901276
20070816,0.32915351124857506
20070817,2.4573736061578138
20070820,-0.026964605440700343
20070821,0.10860544061315118
20070822,1.177578672073298
20070823,-0.10587404447400449
20070824,1.1645738607953777
20070827,-0.8496881169866219
20070828,-2.3426411775503078
20070829,2.2171632724829906
20070830,-0.41198007875605697
20070831,1.1237577382539665
20070904,1.0488807979228372
20070905,-1.1062878428605822
20070906,0.44292710553121
20070907,-1.690845705014075
20070910,-0.1238423804609525
20070911,1.3639309911013529
20070912,0.031274760893609074
20070913,0.8481301179064339
20070914,0.020219617231548026
20070917,-0.5113705365127647
20070918,2.9221960717234667
20070919,0.610628656028953
20070920,-0.6502261010167849
20070921,0.4609053497942387
20070924,-0.5256444371620469
20070925,0.05737466659900839
20070926,0.44777818166419864
20070927,0.26582897778773
20070928,-0.29322575359333675
20071001,1.2931401040847095
20071002,-0.021329317391430427
20071003,-0.4017390867607574
20071004,0.1902664399419069
20071005,0.8906363549860322
20071008,-0.2524914054359295
20071009,0.7706749754590979
20071010,-0.16038601337252134
20071011,-0.6588998153715001
20071012,0.4108251110844993
20071015,-0.8667011681869086
20071016,-0.5995587085146278
20071017,-0.20719167609250888
20071018,0.051316969511036994
20071019,-2.556493181818183
20071022,0.5701678324487816
20071023,0.6817674859825079
20071024,-0.048132348278062315
20071025,-0.11542393379931114
20071026,0.8612694128146994
20071029,0.26416052128734596
20071030,-0.5456615972190129
20071031,1.1245622641454824
20071101,-2.4162465184574713
20071102,-0.09396798631054516
20071105,-0.22847490613580712
20071106,0.9924776917147786
20071107,-2.628902579102847
20071108,-0.03389210064744622
20071109,-0.9464506654987548
20071112,-0.996104980623005
20071113,2.754367340413372
20071114,-0.8642353911678238
20071115,-1.1505146011892902
20071116,0.3888282303368428
20071119,-1.6084253304131624
20071120,0.36179189854521054
20071121,-1.2504228372050794
20071123,1.6280777698821918
20071126,-2.32658350796524
20071127,1.3223713597291642
20071128,2.5171897298177077
20071129,0.15741591964608243
20071130,0.6325499057854418
20071203,-0.487281345717237
20071204,-0.5810979921414046
20071205,1.3506531027210507
20071206,1.5324096566068264
20071207,-0.2611654555667296
20071210,0.7208759564504497
20071211,-2.573385856632351
20071212,-0.06655037236869266
20071213,0.3465325888539205
20071214,-1.227298711746565
20071217,-1.3071242865096082
20071218,0.6265862374337559
20071219,-0.11685921889469118
20071220,0.25404422407139404
20071221,1.4536745643195979
20071224,0.8015830795341621
20071226,0.16988863826946404
20071227,-1.2561471779865487
20071228,-0.09054864679330792
